Date,User,Tweet
2023-01-17 11:54:27+00:00,Beograd202,"Uspeli smo da napravimo novu epidemiju, ovog puta „starog neprijatelja“ – #MaleBoginje!
Kada je reč o obuhvatu vakcinisane dece #MMR-om u #Srbija, ona je najniža u poslednjem periodu i struka je najavljivala da nam je epidemija na pragu.
🔊 #ObratiPažnju od 13.00
🎙️ @rintaricka https://t.co/kz9HYzXe6t"
2023-01-17 11:00:12+00:00,Insajder_net,"Srpsko lekarsko društvo apelovalo je na roditelje koji decu nisu zaštitili MMR vakcinom da to bez oklevanja i što pre učine ukazujući na to da se Srbija nalazi na pragu epidemije morbila, mupsa i rubeole. https://t.co/2wc0SY53RK"
2023-01-16 15:42:29+00:00,roditeljime,"Statistika o slabim obuhvatima MMR vakcinom i pojava prvih slučajeva morbila u regionu, ukazuje na hitnu  mobilizaciju svih društvenih činilaca kako bi izbjegli teške scenarije kakve epidemija može donijeti, poruka je Nacionalne komisije za imunizaciju. 
https://t.co/YUWdn8IMUy https://t.co/ZxDut2UP9X"
2023-01-16 14:28:31+00:00,Tvzonaplus,"OSAMORO OBOLELIH OD MORBILA U SMEDEREVU - https://t.co/OmxyaeJY7Z - Male boginje su, zакljučnо sа 15. januarom, pоtvrđеnе коd оsаm оsоbа sа tеritоriје Smеdеrеvа. Rаdi sе о šеstoro nеvакcinisаne dece , mlađe od dvе gоdinе. Svi su hospitalizovani. 

Zaražna je i osoba koja ima... https://t.co/P0aYRyGRAm"
2023-01-16 07:07:39+00:00,fanijela,@eeevunkump Šta znači antivakseri?Meni su moroni ovi koji govore šireći paniku među idiotima o epidemiji morbila i tbc. Svako normalan zna da su deca u porodilištu vakcinisana tbc bez dozvole roditelja.Boginje se javljaju svakih par god i ako 90% vakcinisana deca i mi smo bili.I ko je idiot?
2023-01-15 19:11:18+00:00,eeevunkump,@anjam___ Meni je zaista jezivo to kada deci uskraćuju vakcine zbog svojih tripova ali pročitao sam da su zaraženi tuberkulozom svi vakcinisani. Vezano za male boginje nisam pronašao podatak jesu li vakcinisani ili ne.
2023-01-15 12:50:50+00:00,ivanulus_,"Koliko vidim jedan od najvećih problema oko epidemije Malih boginja je neznanje tj. što dobar deo ljudi misli da su to tzv. Ovčije boginje, koje smo svi preležali kao mali"
2023-01-15 12:21:42+00:00,s_elenophile,"Neki roditelji u mojoj okolini lagano u mojoj blizini šetaju i dovode decu koja imaju one manje opasne varičele, ovčije boginje, a ja kao mali nisam preležao nijedne i pogodite ko se dezinfikuje opet kao na početku epidemije korone. 🥲🤕"
2023-01-15 12:16:00+00:00,gocic_rade,@santicmiroslav Za koju farmaceutsku mafiju radiš.MMR vskcine su zlo pd koje deca oboljevaju od autizma.u zatvor idem ali moje drete neće da primi ta govna.obolelo dete je doživotan zatvor za roditelje
2023-01-15 08:55:25+00:00,zrnopameti,"U slučaju epidemije, MMR vakcinu djeca mogu primiti i prije navršenih godinu dana. Da se doza dove nulta.  https://t.co/d0Y3r9Qgox"
2023-01-15 07:25:43+00:00,OdonomadOki,"@javor_ivanjica Moribil(male boginje ili rubeole), kako im samo ime kaže, mogu da budu smrtonosne. Moderna medicina izgubi oko 0,2% pacijenata zaraženih tim virusom, ali u nedostatku uslova za lečenje upale pluća koja ih često prati, smrtnost je i do 5% zaraženih!"
2023-01-15 06:35:05+00:00,Nnicky75,"@bilopaprosl @bez_osobenosti @Grracciell varicele su manje opasne od morbila,njih su uglavnom svi imali,morbile redje jer se pocela davati vakcina tokom osamdesetih.Varicele su vodene ili ovcije boginje,morbili su male boginje. Opasnost je od epidemije jer se jako brzo sire a imaju cesce i jace komplikacije od vodenih."
2023-01-15 00:34:43+00:00,DN9981,"@BrascicOlja @marcconi79 @acamoonshine @ivanulus_ U davna vremena se zarazavala cela generacija u skoli pa nam nista nije bilo.
Svako dete je prelezalo sve boginje i niko nije pravio dramu.Roditelji su dovodili decu kod zarazenih da i oni prebole dok su mladji.lakse je.Nije se znalo za autizam,gluten,za nezdrav secer,mast."
2023-01-14 23:52:50+00:00,VesnaKostic5,@veceivan @Cebe_Kratko Tvrdis da se roditeljima posle vakcina nista nije desilo a ne uzimas u obzir da su to nekad bile vakcine sto danas sa MMR nije slucaj gde je obolelo x miliona dece sirom sveta. Pitaj indijce zasto im je Gejts na listi za odstrel zbog pola miliona defektne dece nakon polio vakcine
2023-01-14 14:55:28+00:00,vanjavucko,"male boginje zaraznije od variole vere, jer jedan obolela osoba od morbila zarazi 15 do 20 ljudi, a oboleli od variole vere smo 10 do 12 osoba.
https://t.co/q12bLw5vV8"
2023-01-14 13:17:00+00:00,dondojovo,"Dok razmišljate o vakcinaciji svoje đece, pred ovu epidemiju malih boginja (Morbilli), 

osim što treba znati da to nisu “ovčije boginje”( Varicella ),

biG da ve pripośetim da dok je NIŠTA CUCA, lizao kašičice, a naša čuvena ”ministarka smrti”, JBB odbijala vakcine,⬇️"
2023-01-13 20:36:44+00:00,cretyne,"@BorisaCitizen Izvinite ali to prosto nije istina. Vakcine protiv malih boginja kod nas se primenjuju od 70ih godina. Nikakav Bil Gejts ili ko god nije doneo morbile. Podatke za male boginje možete naći, brojke obolelih još od 40ih godina ali birate da to ne učinite."
2023-01-13 20:27:55+00:00,cretyne,@BorisaCitizen Tokom prethodne epidemije (2017/18) imali smo 587 osoba sa pneumonijom kao komplikacijom i 2 sa meningitisom. Male boginje nisu bezazlena bolest. Nije cela vaša generacija prelezala morbile. Zašto dopuštamo da ljudi umiru od bolesti koju možemo da sprečimo?
2023-01-13 18:42:54+00:00,cretyne,@maleticjasmina Ljudi umiru svakako - možda najgori argument vezano sa bilo šta ikada. Tih 15 ljudi u toj epidemiji nije moralo da umre. Jer imamo način da to sprečimo. Ima ljudi koji ne smeju da prime vakcinu - tačno! Ciljni obuhvat za MMR je 95% i tada se stvara kolektivni imunitet koji
2023-01-13 17:56:15+00:00,anastasijaticko,"@Leblebija1 Najbolje da odes do pedijatra ili direktno u dz idi da pitas... 
Zbog epidemije u sestom mesecu ne smem ni da radim, nisam prelezala nijedne boginje... strasno"
2023-01-13 14:23:42+00:00,eBranicevo,"Jovanović: Potvrđeno šest slučajeva infekcije malim boginjama #male #boginje #infekcija #epidemija #ZZJZPO #eBraničevo
https://t.co/oowE122Ofi https://t.co/0c6sCFKHGH"
2023-01-13 14:09:57+00:00,Tvzonaplus,"MALE BOGINJE SU PONOVO TU – ZAŠTO RODITELJI ODLAŽU VAKCINACIJU? - https://t.co/hN7QBfkKoG - Šestoro dece je zaraženo malim boginjama, a najmlađi pacijent ima sedam meseci, naveo je državni sekretar Miroslav Đerlek gostujući na TV Prva. Pretpostavlja da ovo nije konačan broj za... https://t.co/WQNbwr6YoF"
2023-01-13 13:55:53+00:00,telegrafrs,Male boginje uzimaju danak: Najmlađe zaraženo dete u Srbiji ima svega sedam meseci https://t.co/AqhzdTkH9S via @telegrafrs
2023-01-13 12:19:43+00:00,PVInformer,"EPIDEMIJA NA VRATIMA, NE ODLAGATI VAKCINACIJU : Male boginje najopasnije za djecu mlađu od pet godina https://t.co/69UlYxRChJ"
2023-01-13 12:06:07+00:00,modesty_blaise0,"@83Macak @ROLERSproject Svi ste imali ovcije boginje ili varičela zoster. Ja sam imala sa 23 godine i bas mi bilo teško. Jako zarazan virus koji pogadja decu u dobi od 5 do 10 godina. Mešaš viruse, ponavljam. Četvrtina zaraženih od morbila ima komplikacije. Guglaj jebiga, aj zdravo."
2023-01-13 11:08:02+00:00,Shorax5,"2018. u epidemiji morbila obolelo je oko 6500 naših građana. Petnaest ljudi je umrlo. Svako treće dete je bilo hospitalizovano. Prethodno, imali smo veoma nizak obuhvat sa MMR vakcinom."
2023-01-13 10:52:04+00:00,SasaJov01778682,"@slobodan_1_svoj Nisu sva deca vakcinisana, a pojavila su se kod dece. Inace nismo svi vakcinisani, postoje ljudi koji ne mogu da prime vakcinu. Inace, male boginje i dalje postoje, samo vakcina dovodi do imuniteta pa nema obolelih, ali one su tu."
2023-01-13 10:13:54+00:00,bl_portal,MMR vakcinom vakcinisano 60 odsto djece predškolskog uzrasta: Epidemija malih boginja na pragu ✔️ https://t.co/Ymirdimszm
2023-01-13 09:58:12+00:00,SrdjanSg,@Misanthropist85 I ? Ja sam uredno vakcinisan u Titovo vreme svim vakcinama pa i onom protiv malih boginja! I naravno da sam ih imao u detinjstvu jer je takođe bila epidemija! I moja deca su vakcinisana protiv malih boginja pre 20 god. i naravno da su imala male boginje!Što bi sada bilo čudno?
2023-01-13 09:50:26+00:00,KukurikuKokoda,"@MarioM8T @pivosok Da ali zato treba ljudima objašnjavati šta se i zašto dešava. Znam i ja za jedan slučaj deteta koje je primilo MMR dok je bilo zaraženo boginjama (asimptomatski) i razvilo je komplikacije ali to ne treba da se dešava, ne treba zaražena deca da primaju vakcinu"
2023-01-13 08:29:00+00:00,Spok3Spok,"@sasapokimica @VladoGeorgiev @CenzurisanoL Debilu, mislio sam prvenstveno na male boginje, ali i na tuberkulozu koju u Srbiji retko ko dobije, a skoro nikada u opsegu epidemije.
Mnoge vakcine nisu obavezne jer je postotak imunizacije zadovoljavajuć i roditelji ne podležu lažima antivaksera što nije slučaj u Srbiji"
2023-01-13 08:20:53+00:00,Al_Neri_1973,"U Smederevu se pojavile male boginje.
5 zaraženih i nevakcinisanih.
Virusom koji je smrtonosan. Nadam se da su deca dobro i da će ovo biti samo jedna ružna epizoda u njihovim životima. Nešto se ne čuju antivakseri.
Vakcine su pronađene pre 200 i kusur godina."
2023-01-13 07:58:44+00:00,LicniGlas,"Dr Đevrek na tv Prva objašnjava:
-da je 9-oro dece u Novom Pazaru obolelo od TBCa i da su deca uredno vacinisana ali im je bolje
- da je nerazumljivo i neprihvatljivo da je toliko smanjen broj vakcinisane dece sa MMR
Đevrek na braniku zdravlja"
2023-01-13 07:52:35+00:00,rtbudva,"Institut za javno zdravlje pozvao je roditelje da vakcinišu djecu MMR vakcinom, navodeći da je učinak manje pokrivenosti vakcinacijom Crnu Goru doveo pred izbijanje epidemije malih boginja. https://t.co/eVj2rf91Ub"
2023-01-13 07:38:09+00:00,rtbalkan,"Male boginje opet u Srbiji: Zaraženo najmanje četvoro dece, sva nevakcinisana

https://t.co/OolPxYfotJ"
2023-01-13 07:34:55+00:00,Zox_Zoja,@Mosimisemac @mjesecu083 U ovakvim situacijama kad preti epidemija i deca mlađa od godine mogu biti vakcinisana MMR vakcinom. Popričajte sa pedijatrom o tome. A možete kontaktirati nekog od epidemiologa u ZZJZ.
2023-01-13 06:59:51+00:00,la_farfalla__,"Dobro jutro!
Samo da znate da nam je obuhvat MMR vakcinom niži nego u Zimbabveu.

A epidemija na pragu."
2023-01-13 06:22:45+00:00,zvizdukom,"@SutanovacDragan O čemu pričate? Pa svi smo vakcinisani proriv tuverkoloze, ne znate to? Kako su onda oboleli? Juce je ministarka izjavila da deca treba da se vakcinisu protiv mmr-a zato sto su zauske jako opasne za decake. I jesu, ali zauske nisu mmr. Mesate babe i zabe, kao i obicno, zaluđujete"
2023-01-12 21:30:17+00:00,ogilicious,"@DimitrijevicM1 @SutanovacDragan mijesaju se babe i žabe. prvobitni antivakseri su bili ponukani lažnim naučnim člankom koji je povezao MMR, jednu od najboljih vakcina ikad, sa autizmom. ovo s tb je skroz druga priča. imate epidemiju tb u brazilu poslije kovida u favelama."
2023-01-12 20:49:32+00:00,MIrjanaM21,"Nemoguće da mislite da se tuberkuloza, male boginje, veliki kašalj  ne pojavljuju svake godine kao mini epidemije.
Mononukleoza takođe."
2023-01-12 20:08:24+00:00,Jovanajovana999,"U Srbiji je proglasena epidemija Morbila. Vakcinom MMR stitite pre svega svoju, a zatim i ostalu decu! https://t.co/RDwwqsmRMd"
2023-01-12 18:49:22+00:00,kojic_dusan,"Procenat vakcinisanih MMR vakcinom koja štiti od malih boginja, zaušaka i rubeola iznosi 60.6% dok je za kolektivan imunitet potrebna pokrivenost od 95%. 
Bosna i Hercegovina mora biti spremna za pojavu moguće epidemije a u sličnoj situaciji se nalazi i Republika Srbija. https://t.co/jvzVqlD1ME"
2023-01-12 16:41:40+00:00,Dusan62018511,"@KemalSBeganovic Počele i male boginje u Srbiji. 2017 i 2018. od morbila je umrlo dvoje dece i trudnica. Ostali zaraženi su teško preležali morbile. Slušali ljudi fašistkinju dr. Stojković, a država nije ništa uradila da je kazni. Dr. Nestorović je odgovoran za višak smrtnosti od korone..."
2023-01-12 15:19:06+00:00,gagapatric,"@JosphatMbayan @adzo83 Da, da. Znam kad je unukica trebala u vrtić, pre 5 g, uslov je bio primljena mmr
Meni se, recimo, ni jedna vakcina nije primila a sve redovno isprimala. Nekada se davalo u rame, svi imaju taj ožiljak. Ja ga nemam
 Kad je bila epidemija velikih boginja, gotovo sam glavom platila.."
2023-01-12 11:31:46+00:00,MirjanaB__,"Potvrđeno je da su troje dece, uzrasta od 1,5 godine i jedna odrasla osoba u Smederevu oboleli od malih boginja.
Struka apeluje da se deca koja su napunila godinu dana vakcinišu MMR vakcinom jer nam je epidemija na pragu.
A u NP kod školske dece pojava mononukleoze."
2023-01-12 11:07:02+00:00,gocic_rade,@SutanovacDragan Amerikanci nisu vakcinisali narod protiv tuberkiloze epidemija prestala u isto vreme kao u evropi.klasične vakcine DA a MMR ne.previše je obolele dece od autizma posle vakcinacije
2023-01-12 10:23:39+00:00,burning_all,"Posto na celu IJZ sad imamo budaletinu, a u zdravstvenom sistemu masovno antivaksere koji ne preporucuju MMR vakcinu, sve su prilike da nam predstoji epidemija jer nam je % vakcinisane djece sramotan."
2023-01-12 09:12:41+00:00,Jovanana,"12 novorođenčadi u KCS zaraženo koronom, troje nevakcinisane dece dobilo male boginje, u Pazaru se među decom pojavila tuberkuloza… Dajte, bre, deci BCG i MMR i ne dolazite na posao koronjavi ako radite s bebama https://t.co/IM4oyW0BBa"
2023-01-07 18:17:23+00:00,Wolfs_daddy,"@profdrmzaric @DavorinDinic @Jovana1244 @Sasham1978 @Spok3Spok @Kreuzberg1882 @ZIU_nine Ako krenu epidemije, uvešće obavezno. I u Nemačkoj je bio MMR ko hoće, pa kad ih je klepilo zbog avsksa, 2019 izglasali zakon da je obavezno, ili 2500 evrića kazne."
2023-01-07 13:34:35+00:00,Spok3Spok,"@Kreuzberg1882 @MilinaDoric @Jovana1244 @ZIU_nine @profdrmzaric Ma jebo te kovid, ovde je reč o MMR vakcini i mogućoj epidemiji morbila, a sve zbog ovih debila"
2023-01-07 12:56:18+00:00,Spok3Spok,"@Sasham1978 @Jovana1244 @Kreuzberg1882 @ZIU_nine @profdrmzaric U ovih 15 minuta snimka, da smo pravna zemlja, Jovana bi zaglavila 15 godina robije. Osim što laže da MMR vakcina nije zaslužna za pad broja obolelih od morbila takođe laže i o Endrju Vejkfildu čiji je rad i naučno osporen
https://t.co/Z8u0iiLzTN"
2023-01-07 09:50:09+00:00,Spok3Spok,"@Jovana1244 @Kreuzberg1882 @ZIU_nine @profdrmzaric Rado ću ti dati podatke u DM i tuži me. Smatram te za najveće pritajeno zlo u ovoj zemlji (pored Nestora). Ne znam kako možeš mirno da spavaš kada znaš da si dobrano doprinela epidemiji morbila 2017. svojim lupetanjima o MMR vakcini.
Neki ljudi su umrli, a da nisu ni morali."
2023-01-06 19:46:17+00:00,Spok3Spok,"@cyazback @ZIU_nine @jovanblazic211 @profdrmzaric @Jovana1244 Epidemija morbila iz 2017. je uzela živote ljudi koji nisu trebali da umru, a sve ""zahvaljujući"" doktorki Jovani i njenom lupetanju protiv MMR vakcine. Od korone nas je umrlo i previše opet ""zahvaljujući"" njenom lupetanju plus lupetanju Nestora"
2023-01-06 11:00:45+00:00,RadovanStojano3,Male boginje: Preti epidemija zbog nedovoljne vakcinacije dece https://t.co/xribhijbp3 preko @NedeljnikVreme
2023-01-06 07:28:51+00:00,PredragHN,@profdrmzaric @ZIU_nine @Jovana1244 Ložila je bolide da MMR vakcina izaziva autizam. To njeno šarlatanstvo i loženje je direktno uticalo na epidemiju morbila u Srbiji koja je odnijela ljudske živote. Kapiram da je to jedna od rijetkih tema o kojima taksisti u Cirihu nisu najbolje obavješteni pa je ok što ne znaš.
2023-01-05 10:25:08+00:00,NaimLeoBesiri,"Procenat vakcinisanih MMR vakcinom koja štiti od malih boginja, zaušaka i rubeola u Srbiji iznosi 74,8%. 

Batut upozorava da je za kolektivnu zaštitu potrebno 95%. Nije pitanje da li će biti epidemije malih boginja, već kada, a ova zarazna bolest može da ima i smrtni ishod!"
2023-01-04 21:21:37+00:00,PajicTatjana,"@NedeljnikVreme @kogapratiti Kako nije izbijala epidemija malih boginja kod generacija koje nisu  primale vakcinu? 
Dobijali boginje i uglavnom bez većih problema preležali. I stekli trajni imunitet 
Šta se to promenilo od kad su se pojavile vakcine za male boginje? U vidu trovale ntne mmr"
2023-01-04 20:28:11+00:00,natasavb,Male boginje: Preti epidemija zbog nedovoljne vakcinacije dece https://t.co/d9mzTPpRA0 преко корисника @NedeljnikVreme
2023-01-03 11:57:27+00:00,maloudaren,"@dRe2fYvbcq4OCQT Teška glupost.
Samo zaraznih bolesti koje su izazivale velike epidemije i pandemije je bilo više (kuga, kolera, difterija, tifus, velike boginje, male boginje, žuta groznica, malarija, influenca) a gde su sve ostale bolesti. Knjigu u šake, batalite ove gluposti."
2023-02-17 21:18:29+00:00,RTVojvodine,"Родитељи, вакцинишите децу ММР вакцином и спречите епидемију пред вратима! https://t.co/XTCIUmeRet #rtv #rtvojvodine #vest"
2023-01-19 10:15:28+00:00,vezakvezla,"не подржавам избегавање вакцина, посебно ммр, треба причати о последицама тих болести по децу и чињеници да се број оболелих повећава, али не ширите толику панику 

извештај за болести за које постоје вакцине https://t.co/4YWARPzXXI"
2023-01-17 21:37:04+00:00,zanazivaljevic,"Откад мале богиње и епидемија!?!
Од 81, кад је уведена вакц.
Шта је с имунитетом наше деце?"
2023-01-17 10:21:57+00:00,RTVojvodine,"Српско лекарско друштво: Заштитите децу ММР вакцином без оклевања, Србија на прагу епидемије
https://t.co/FF3mNHsdab"
2023-01-15 15:36:29+00:00,Branislav1978,"@Malaodskandal10 @SMSVaga @Totoromacak У ЕУ годишње буде 50 000 случајева. У Јужној Кореји 25000, у Јапану 12000. Великих богиња буде 0 случајева. Велике богиње су искорењене вакцином и строгим и опсежним карантином заражених и свих контаката. Постојао је трокружни систем у односу на место избијања заразе...⬇️"
2023-01-14 13:21:04+00:00,Jovana1244,"одговоран за ""враћање"" микроба који чуче иза ћошка, где су епидемије заушки и црвенке које исто треба да спречи ММР вакцина?

6. Уколико су сада оболела деца која  још нису ""стасала"" за вакцину ММР, шта је са имунитетом њихових мајки који је требало да их заштити 👇"
2023-01-14 07:36:48+00:00,haberiskelem,"Мале богиње опет у Србији: Заражено најмање четворо деце, сва невакцинисана
Мале богиње потврђене су код четворо деце и једне одрасле особе у Смедереву, а за још шест особа се чекају лабораторијски резултати
Görüşünü Bildir https://t.co/1rKnxddJTF"
2023-01-13 15:36:35+00:00,IfX0NsFyHIaZbnm,@RomilBg @baneraicevic @GospodinNebojsa Или си био вакцинисан или су биле овчије. На жалост тек кад буде епидемија људи ће схватити шта су мале богиње. Нисмо их касније добијали или врло ретко због масовне вакцинације. Мој колега рече то исто и ја мо кажем исто. Проверио и биле су рубеоле које подсећају на мале.
2023-01-13 13:31:46+00:00,VaseljenskaTV,"Ветеринар Шеклер постао и специјалиста и за мале богиње, прети новом епидемијом! https://t.co/IwLhDLunot"
2023-01-13 13:31:10+00:00,VaseljenskaTV,"Ветеринар Шеклер постао и специјалиста и за мале богиње, прети новом епидемијом! https://t.co/IwLhDLuVe1"
2023-01-13 12:20:30+00:00,vesnaveizovic,"Ево га, ветеринар Шеклер као специјалиста и за мале богиње код деце, прети нам епидемија свићемодапомремо!"
2023-01-13 10:23:05+00:00,tetkaMatilda,"@ROLERSproject Мене занима имајући у виду да је ММР за морбиле, заушке и рубеоле, како само се јавља епидемија морбила, а не остале 2 болести?"
2023-01-12 22:00:09+00:00,_artistic_soul,"@MalcolmMcX @Jovana1244 Ствара се лажна епидемија па се врши притисак да се невакцинисана деца вакцинишу ММР вакцином, уз претњу центара за социјални рад.

Док постоје негативне реакције на вакцину треба да постоји СЛОБОДА ИЗБОРА ПРИЛИКОМ ВАКЦИНАЦИЈЕ!!!
Вакцинација мора да буде добровољна као и у ЕУ"
2023-01-12 21:43:44+00:00,tetkaMatilda,"@beolily @svevidojka @biljanicaaa Какав је то закључак, слаб одазив на ММР, мора да је и на БСГ. За твоју информацију обухват БСГ је 98.2%. Тако да то што нападате тзв. антиваксере је чиста злоба. И ниједна вакцина не пружа 100% заштиту нити за цео живот. И сваке године има оболелих од туберкулозе."
2023-01-12 19:02:19+00:00,Jovana1244,"Доказ да медији праве синхронизовану хистерију на дугме

Током 2020.  било је 3 случаја оболевања од болести које треба да превенира ММР вакцина, али нити смо за то знали, нити се развила масовна епидемија.

Током 2021.било је пет случајева оболевања од ових болести и ништа 👇 https://t.co/efX2wQgpcB"
2023-01-12 10:04:09+00:00,tetkaMatilda,"@Magarac8 И даље ми није јасно, како се не враћа вариола вера, а нико се не вакцинише против ње? 
Како увек имамо епидемију морбила, а не заушки пошти је ММР вакцина против морбила, заушки и рубеола? Значи, ширењем панике и лов на децу."
